id,state,bill_number,name,most_recent_action,action_date,current_legislative_status,categories,bill_track_link,legislative_sessions,summary,number_of_sponsors,trifecta_status,sponsors_partisan_affiliations
2162,SC,S0865,Elections - REAPPORTIONMENT: Adopting 2020 Census and Establishing New Senate and House Districts,Act No. 118,2022-01-27,Enacted,Redistricting,https://www.billtrack50.com/billdetail/1404984,2022,"<ul><li><p>Adopts new districts for US House and the South Carolina State House and Senate, based on the 2020 census.<br></p></li></ul>",7,Republican,Bipartisan
2137,SC,H4746,Judicial Elections,"Adopted, returned to House with concurrence",2022-01-26,Introduced,Special election procedures,https://www.billtrack50.com/billdetail/1417630,2022,<ul><li><p>Provides dates for General Assembly election of certain judicial posts. <br></p></li></ul>,3,Republican,Bipartisan
2174,SC,S1020,County Council elections,Referred to Committee on Judiciary,2022-01-26,Introduced,"Ballot access for candidates,Municipal election procedures,Nonpartisan elections",https://www.billtrack50.com/billdetail/1438371,2022,<ul><li><p>Provides the option to conduct county council elections on a partisan or nonpartisan basis and provides associated decision making and election-conduct guidelines.</p></li></ul>,1,Republican,Democratic
2168,SC,S0910,Berkeley County School Board,Referred to Berkeley Delegation,2022-01-20,Passed one chamber,"Municipal election procedures,Nonpartisan elections",https://www.billtrack50.com/billdetail/1405034,2022,"<ul><li>Provides that the Berkeley County school board will be made up of nine members, 8 members to be elected in districts, and one at-large member.</li><li>Provides for selection of a chairperson, including term limits.</li><li>Provides a timetable and guidelines for elections.</li><li>Provides clarifying edits.</li></ul>",1,Republican,Republican
2138,SC,H4763,Social Media Censorship,Referred to Committee on Judiciary,2022-01-12,Introduced,Legal causes of action,https://www.billtrack50.com/billdetail/1418138,2022,"<ul><li>Creates the Stop Social Media Censorship Act to deter certain fraudulent activity and stifling of free speech, and to allow the Secretary of State to stop certain businesses from interfering in election integrity.</li><li>Lists when an owner or operator of a social media website is subject to actions.</li><li>Lists damages a social media website user may be awarded.</li><li>Provides for remedies in specific cases.</li><li>Outlines guidelines for civil action.</li><li>Outlines what is prohibited in social media website administration practices, and provides exceptions.</li><li>Outlines the authorities granted to the Secretary of State and the Attorney General.</li><li>Defines relevant terms.</li></ul>",5,Republican,Republican
2139,SC,H4774,Elections,Referred to Committee on Judiciary,2022-01-12,Introduced,"Ballot measures (initiative and referendum),Municipal election procedures",https://www.billtrack50.com/billdetail/1418528,2022,"<ul><li>Requires referendums, ballot measures, and other non-candidate elections to be held on the first Tuesday after the first Monday in November in even numbered years.</li><li>Excludes Constitutional Amendment proposals.</li></ul>",20,Republican,Bipartisan
2132,SC,H4550,"Elections ""REIN Act""",Member(s) request name added as sponsor: Hixon,2022-01-12,Introduced,Oversight and accountability,https://www.billtrack50.com/billdetail/1397572,2022,"<p><p><ul><li>Establishes a ""Restore Election Integrity Now"" join legislative committee.</li><li>Lists election-related items the committee should focus upon.</li><li>Requires the committee to select three counties for for forensic audits from the 2020 primary and general elections.</li><li>Outlines composition of the committee, membership criteria, compensation guidelines, staffing, reporting, and what to do in the case of a vacancy.</li></ul></p></p>",22,Republican,Republican
2133,SC,H4551,Elections,Member(s) request name added as sponsor: Jones,2022-01-12,Introduced,Oversight and accountability,https://www.billtrack50.com/billdetail/1397578,2022,"<ul><li>Creates a 2020 General Election Study Committee and lists all of the items the committee must study related to potential fraud in the 2020 elections.</li><li>Outlines the composition and staffing of the committee.</li><li>Clarifies that committee members will not receive compensation or mileage or per diem.</li><li>Requires the committee to submit a report by December 31, 2022.</li></ul>",5,Republican,Republican
2130,SC,H4493,Elections - REAPPORTIONMENT: Adopting 2020 Census and Establishing New House Districts,Act No. 117,2021-12-10,Enacted,Redistricting,https://www.billtrack50.com/billdetail/1382671,2022,<p><p><p><ul><li>Adopts the decennial census results and adopts state senate and house districts.</li><li>Provides that the President of the Senate and Speaker of the House have an unconditional right to intervene on behalf of the Senate and House in state court or federal court regarding actions of the General Assembly.</li><li>Provides certain immunity provisions.</li><li>Provides certain related guidelines and requirements.</li></ul></p></p></p>,2,Republican,Republican
2169,SC,S0913,Judicial Elections,Referred to Committee on Judiciary,2021-12-06,Introduced,"Special election procedures,Vacancy procedures",https://www.billtrack50.com/billdetail/1404896,2022,<ul><li><p>Provides dates for the General Assembly to elect certain judicial positions.<br></p></li></ul>,3,Republican,Bipartisan
2164,SC,S0893,Elections,Referred to Committee on Judiciary,2021-12-06,Introduced,"Absentee/mail-in ballot return processes,Voter ID for absentee/mail-in ballots,Witness or notary requirements,Provisional ballots",https://www.billtrack50.com/billdetail/1404957,2022,"<ul><li>Requires absentee ballot application envelopes be marked ""return to sender.""</li><li>Lists acceptable proof of identity for an absentee ballot application, provides instructions for if a voter does not have proof of identity, and slightly edits the related oath.</li><li>Prohibits anyone from witnessing more than five absentee ballot applications or requesting more than two absentee ballot applications, including their own.</li><li>Provides that absentee ballot applications may be made 11-78 days before an election.</li><li>Provides additional guidelines for mailing an absentee ballot.</li></ul>",1,Republican,Republican
2166,SC,S0895,Voter list maintenance,Referred to Committee on Judiciary,2021-12-06,Introduced,Voter list maintenance,https://www.billtrack50.com/billdetail/1404919,2022,"<ul><li>Adds responsibilities for the executive director of the State Election Commission, including establishing rules for voter registration by private entities, conducting public audits, and a timeline for deleting voters from the master file.</li><li>Requires the Bureau of Vital Statistics to provide monthly a report of all qualified voters who died out-of-state.</li><li>Outlines requirements and guidelines for the executive director to conduct voter registration list maintenance.</li><li>Outlines a timeline for reporting and placing a voter on inactive status. <br></li></ul>",2,Republican,Republican
2165,SC,S0894,Elections,Referred to Committee on Judiciary,2021-12-06,Introduced,Voter registration,https://www.billtrack50.com/billdetail/1404898,2022,<ul><li>Adds a sentence to the voter registration oath stating that the person is not registered and does not intend to register in another locale.</li><li>Requires the county board of voter registration and elections to date stamp all voter registration applications.</li></ul>,1,Republican,Republican
2163,SC,S0892,Voting System,Referred to Committee on Judiciary,2021-12-06,Introduced,"Voting equipment,Counting and canvassing procedures,Voter registration",https://www.billtrack50.com/billdetail/1404927,2022,"<ul><li>Requires election security protocols to be generally consistent with current industry standards and specifies agencies whose standards should be examined.</li><li>Requires ballots be printed on security paper with certain features.</li><li>Requires consideration of integrity, security, and compliance with standards when selecting a new voting system.</li><li>Requires optical scan systems to maintain an image of each ballot cast, and for the state to maintain certain voting records.</li><li>Prohibits a connection to the internet and other related capabilities for voting equipment during elections.</li><li>Requires all ballot cards to be sources solely by the state Election Commission.</li></ul>",2,Republican,Republican
2167,SC,S0898,Elections,Referred to Committee on Judiciary,2021-12-06,Introduced,Voter registration,https://www.billtrack50.com/billdetail/1404963,2022,<ul><li>Provides that a person who changed his or her residence to another county or state and votes in the new locale is classified as someone who changed his residence for voting purposes.</li><li>Removes some documents for use for proving a voter's residence.</li></ul>,1,Republican,Republican
2128,SC,H4255,Elections - Various Ballot Integrity Initiatives,"Member(s) request name added as sponsor: Erickson, Herbkersman, Bradley, W.Newton",2021-06-21,Introduced,"Voting equipment,Audits,Voter registration",https://www.billtrack50.com/billdetail/1367464,2022,"<ul><li>Requires each county to ensure election security through a series of actions and methods.</li><li>Requires a biennial audit of the master voter registration file.</li><li>Establishes security enhancing requirements for the voter registration card.</li><li>Provides that only the Executive Director of the State Election Commission may release election results, and provides specific related procedures.</li><li>Adds voting machine procurement requirements related to security.</li><li>Makes it a felony for anyone to prematurely release election results, tamper with voting equipment, and a number of other fraudulent activities, and provides that people charged with these crimes will not be granted bail or released, and must be imprisoned if found guilty for 30 years without the possibility of parole.</li></ul>",5,Republican,Republican
2123,SC,H3877,Elections,"Member(s) request name added as sponsor: Erickson, Bradley, Herbkersman, W.Newton",2021-06-21,Introduced,Private funding,https://www.billtrack50.com/billdetail/1312100,2022,<ul><li><p>Prohibits election entities from accpeting and spending gifts in any form from private entities.<br></p></li></ul>,18,Republican,Republican
2107,SC,H3372,Absentee voting and elections,"Member(s) request name added as sponsor: Erickson, Bradley, Herbkersman, W.Newton",2021-06-21,Introduced,"Absentee/mail-in voting eligibility,Absentee/mail-in ballot administration,Oversight and accountability,Ballot access for candidates,Counting and canvassing procedures,Early voting eligibility,Early voting administration,Early voting duration,Voter registration",https://www.billtrack50.com/billdetail/1250813,2022,"<ul><li>Establishes that voters must be allowed to cast no-excuse absentee ballots in person for 14-days before an election, with certain exceptions.</li><li>Provides related guidelines for implementation.</li><li>Provides an exception for recently discharged military members for the 30 day registration deadline before elections.</li><li>Removes some notification requirements for conventions.</li><li>Provides that a candidate may not be nominated by more than one party for a single office in the same election.</li><li>Requires all candidates to pay a filing fee.</li><li>Prohibits a candidate's name appearing more than once on a ballot.</li><li>Removes certain groups from the list of those permitted to vote absentee in every election.</li><li>Changes the timeline for tabulating and reporting absentee ballots.</li></ul>",10,Republican,Republican
2121,SC,H3822,Voting,"Member(s) request name added as sponsor: McDaniel, Henderson-Myers, J.L.Johnson",2021-04-29,Introduced,"Absentee/mail-in voting eligibility,Absentee/mail-in ballot deadlines,Absentee/mail-in ballot request processes,Absentee/mail-in ballot return processes,Absentee/mail-in ballot administration,Automatic mail-in ballots,Drop-box availability,Cure provisions,In-person voter ID,Witness or notary requirements,Voting by felons or incarcerated individuals,Same-day/Election Day registration",https://www.billtrack50.com/billdetail/1301677,2022,<ul><li>Provides for same day voter registration during the absentee voting period and outlines guidelines.</li><li>Outlines guidelines and minimum requirements for implementing voting by mail.</li><li>Provides that all qualified voters may vote by absentee ballot and outlines requirements.</li><li>Clarifies guidelines for absentee ballot vote counting and what to do in instances where there is a deficiency with a ballot or envelope.</li><li>Allows absentee ballots postmarked by election day to be counted.</li><li>Requires an inmate be informed in writing about how to restore his or her voting rights before release.</li><li>Adds a valid college identification to the list of acceptable voter ID cards.</li><li>Removes the witness signature requirement for the absentee ballot.</li><li>Makes conforming changes.</li></ul>,17,Republican,Democratic
2111,SC,H3496,Primaries,Member(s) request name added as sponsor: Fry,2021-04-27,Introduced,"Primary systems,Voter registration",https://www.billtrack50.com/billdetail/1252490,2022,"<ul><li>Establishes that only someone registered with a political party may vote in that party's election.</li><li>Establishes that voters not registered with a political party may vote in either party primary election, and that the voter will automatically become a member of that political party after voting in their election, and that the voter may not change party membership for two years.</li><li>Provides for administration of maintaining party affiliation lists and declaring affiliations, including the oath.</li><li>Outlines voter notification procedures and timelines.</li><li>Outlines criteria and procedures for voting in a party's partisan primary or referendum.</li></ul>",5,Republican,Republican
2127,SC,H4202,Redistricting,Referred to Committee on Judiciary,2021-04-13,Introduced,"Redistricting,Redistricting commissions",https://www.billtrack50.com/billdetail/1360095,2022,"<ul><li>Establishes a South Carolina Redistricting Commission from which the state legislature will adopt redistricting plans.</li><li>Outlines guidelines for appointment to the Commission, timelines, selection process, notifications, membership eligibility requirements, application requirements, voting guidelines, alternates, and further guidelines for running the Commission.</li><li>Provides guidelines for the creation of reapportionment plans, testing the plans, public comment, and amendments. </li><li>Provides guidelines for of the Commission is unable to come to an agreement.</li><li>Establishes that the legislature and executive branches do not have veto power over the Commission's final recommendations.</li></ul>",12,Republican,Democratic
2108,SC,H3410,Absentee ballots,"Member(s) request name added as sponsor: Huggins, Crawford, Fry",2021-04-06,Introduced,"Absentee/mail-in ballot administration,Witness or notary requirements,Counting and canvassing procedures",https://www.billtrack50.com/billdetail/1250687,2022,"<ul><li>Establishes that examination of return addressed envelopes containing absentee ballots will begin at 9:00am the day before election day, and requires notification to voters.</li><li>Requires officials to check for an identification number on absentee ballots.</li></ul>",20,Republican,Republican
2126,SC,H4162,Elections,Referred to Committee on Judiciary,2021-04-06,Introduced,"Absentee/mail-in ballot request processes,Voter ID for absentee/mail-in ballots",https://www.billtrack50.com/billdetail/1356638,2022,<p><p><p><ul><li>Provides required documents for an absentee ballot application.</li><li>Provides for correction by the voter of absentee ballot applications and voter registration applications.</li><li>Outlines requirements for election officials in processing absentee ballot applications.</li></ul></p></p></p>,64,Republican,Republican
2114,SC,H3525,SC Election Fraud Law Enforcement Act of 2021,Member(s) request name added as sponsor: Gagnon,2021-03-23,Introduced,"Absentee/mail-in ballot return processes,Signature matching,Enforcement against officials,Enforcement against non-officials",https://www.billtrack50.com/billdetail/1252568,2022,<ul><li>Requires the director of a county board of registration and elections to report all suspected state voter law violations to the state Attorney General and appropriate law enforcement.</li><li>Requires the absentee ballot form to include a space for an official to fill in which government issued ID was used and provides a list of authorized IDs.</li><li>Provides instructions to election officials of how to verify ID for absentee ballots returned in person.</li><li>Requires appropriate officials to verify signatures on absentee ballot return envelopes and proscribes certain actions based on the result.</li><li>Prohibits anyone from giving anything of value to an election official in return for an absentee ballot or other specified items.</li></ul>,3,Republican,Republican
2120,SC,H3813,Electoral college,"Member(s) request name added as sponsor: Pope, Ligon",2021-03-17,Introduced,Presidential elections,https://www.billtrack50.com/billdetail/1301612,2022,"<ul><li><p>Provides an expression of unwavering support for the Electoral College and urges the Attorney General and Governor to ""litigate aggressivly"" efforts to repeal it, including those who work to implement the National Popular Vote Interstate Compact.<br></p></li></ul>",7,Republican,Republican
2105,SC,H3268,Absentee voting,Member(s) request name added as sponsor: Brawley,2021-03-16,Introduced,"Absentee/mail-in voting eligibility,Absentee/mail-in ballot request processes",https://www.billtrack50.com/billdetail/1251162,2022,<p><ul><li>Directs that any qualified voter may vote absentee without excuse.</li><li>Makes conforming changes.</li></ul></p>,3,Republican,Democratic
2124,SC,H4036,Elections - Same Day Registration and Voting,Member(s) request name added as sponsor: Brawley,2021-03-16,Introduced,Same-day/Election Day registration,https://www.billtrack50.com/billdetail/1340629,2022,"<ul><li>Provides that a voter may register to vote and then immediately vote in-person absentee with certain provisions and requirements.</li><li>Outlines guidelines for the registration procedure.</li><li>Establishes that all voters may vote no excuse in-person absentee for 30 days before an election, with certain related provisions.</li></ul>",11,Republican,Democratic
2151,SC,S0113,Absentee voting,"Referred to Subcommittee: Campsen (ch), Hutto, Young, McLeod, Garrett",2021-03-12,Introduced,"Absentee/mail-in voting eligibility,Absentee/mail-in ballot request processes,Absentee/mail-in ballot return processes,Absentee/mail-in ballot administration,States of emergency,Early voting duration",https://www.billtrack50.com/billdetail/1251408,2022,"<ul><li>Requires in-person absentee voting to begin no more than 30 days before an election.</li><li>Requires a voter be allowed to vote absentee if their residence is in a state of emergency, with certain requirements.</li><li>Amends certain elements of who may request an absentee ballot application including, removing a prohibition against campaign workers requesting applications for others, allowing immediate family members to request an application for hospitalized voters, and providing times and days requests must be made.</li><li>Clarifies how a voter may return an absentee ballot.</li></ul>",2,Republican,Republican
2122,SC,H3876,Elections - Assistance with Registration and Absentee Voting,Member(s) request name added as sponsor: J.L.Johnson,2021-03-03,Introduced,"Voter registration,In-person voter assistance,Absentee/mail-in voter assistance",https://www.billtrack50.com/billdetail/1311827,2022,<p><ul><li>Requires directors of nursing homes to assist competent resident who wish to register or vote.</li></ul></p>,17,Republican,Bipartisan
2161,SC,S0550,Primaries,Referred to Committee on Judiciary,2021-02-16,Introduced,"Primary systems,Voter registration",https://www.billtrack50.com/billdetail/1316882,2022,"<ul><li>Provides that a voter must be registered with a political party to vote in its partisan primary, with certain exceptions.</li><li>Requires the State Election Commission to help implement a party affiliation list.</li><li>Provides for a selection of ""independent voter.""</li><li>Outlines qualifications for membership of a certified political party and outlines guidelines for implementing party affiliation in partisan primary elections.</li><li>Provides an oath for party-based voter registration.</li><li>Makes conforming changes.</li></ul>",2,Republican,Republican
2160,SC,S0526,Elections,Referred to Committee on Judiciary,2021-02-16,Passed one chamber,"Ballot access for candidates,Ballot access deadlines",https://www.billtrack50.com/billdetail/1301978,2022,<ul><li>Requires those seeking office in Allendale County to file with the Allendale County Board of Voter Registration and Elections.</li><li>Provides filing deadlines.</li><li>Provides that the Allendale County Board of Voter Registration and Elections will conduct elections and deletes county election commissioners from existing Code.</li><li>Provides an effective date. </li></ul>,2,Republican,Democratic
2103,SC,H3256,Recalling or removing from public office persons holding elected public offices,Member(s) request name added as sponsor: Jones,2021-02-09,Introduced,Ballot measures (initiative and referendum),https://www.billtrack50.com/billdetail/1250653,2022,"<ul><li>Provides procedures for recalling those holding elected executive or legislative office.</li><li>Codifies that qualified voters may sign a petition for recall, with specific provisions.</li><li>Outlines guidelines for recall petitions, including the form, and also guidelines for filing the petition.</li><li>Outlines signature guidelines including the number of signatures needed, the format, and the approval process.</li><li>Outlines an appeal process for petitions.</li><li>Outlines the submission process for petitions, including the affidavit.</li><li>Directs the county election commission to verify signatures and outlines the administrative petition process, including timelines and signature verification.</li><li>Outlines what to do if the subject of the petition resigns and what to do in case of a vacancy.</li><li>Outlines requirements for a recall election and related notifications, expenses, and ballot format.</li><li>Defines relevant terms.</li></ul>",7,Republican,Republican
2119,SC,H3771,Pooling precincts,Referred to Committee on Judiciary,2021-01-28,Introduced,"Municipal election procedures,In-person voting and polling places",https://www.billtrack50.com/billdetail/1291463,2022,"<ul><li>Changes the minimum number of registered voters for a polling place to open from 500 to 3,000.</li><li>Changes the maximum number of registered voters per precinct from 1,500 to 3,000.</li><li>Changes the maximum distance a pooled precinct may be from the next nearest pooled precinct from three miles to five miles.&nbsp; </li></ul>",5,Republican,Bipartisan
2102,SC,H3207,Absentee ballot,Member(s) request name added as sponsor: Henegan,2021-01-14,Introduced,"Early voting eligibility,Early voting administration,Early voting duration",https://www.billtrack50.com/billdetail/1250824,2022,"<ul><li>Establishes that voters must be allowed to cast absentee ballots in person for 30-days before an election, with certain exceptions.</li><li>Provides related guidelines for implementation.</li></ul>",5,Republican,Democratic
2100,SC,H3199,Elections,Member(s) request name added as sponsor: J.L.Johnson,2021-01-14,Introduced,"Voting equipment,Voting materials",https://www.billtrack50.com/billdetail/1250805,2022,"<ul><li>Provides a format for general election ballots.</li><li>Stipulates that general election ballots may not allow straight party ticket voting, except under certain circumstances.</li><li>Makes conforming changes.</li></ul>",3,Republican,Democratic
2118,SC,H3655,"February 3, 2021 election",Referred to Committee on Judiciary,2021-01-14,Introduced,"Special election procedures,Vacancy procedures",https://www.billtrack50.com/billdetail/1269720,2022,<ul><li><p>Outlines a timeline for the General Assembly to elect certain judicial positions.<br></p></li></ul>,3,Republican,Bipartisan
2099,SC,H3189,Elections by mail,Member(s) request name added as sponsor: J.L.Johnson,2021-01-14,Introduced,Automatic mail-in ballots,https://www.billtrack50.com/billdetail/1250839,2022,"<ul><li>Outlines rules for voting by mail, including that the Executive Director of the State Election Commission must establish requirements.</li><li>Outlines requirements for designating places to deposit ballots, hours, deadlines, ballot requirements, ballot acceptance days.</li><li>Specifies what must be included on and with the ballot.</li><li>Specifies procedures for ballot return and replacement ballots.</li><li>Specifies ballot counting and signature verification guidelines.</li></ul>",3,Republican,Democratic
2159,SC,S0451,Election,"Introduced, adopted, returned with concurrence",2021-01-13,Enacted,Vacancy procedures,https://www.billtrack50.com/billdetail/1267634,2022,<ul><li>Fixes dates for the General Assembly to elect members of the judiciary.</li><li>Closes nominations for members of the judiciary.</li></ul>,3,Republican,Bipartisan
2115,SC,H3533,Early voting procedures,Referred to Committee on Judiciary,2021-01-12,Introduced,"Early voting eligibility,Early voting administration,Early voting duration",https://www.billtrack50.com/billdetail/1252501,2022,<ul><li>Establishes an early voting period for all voters before the election and outlines requirements and guidelines.</li><li>Makes conforming changes.</li></ul>,1,Republican,Democratic
2117,SC,H3617,Early voting procedures,Referred to Committee on Judiciary,2021-01-12,Introduced,"Early voting eligibility,Early voting administration,Early voting duration",https://www.billtrack50.com/billdetail/1267549,2022,<ul><li>Establishes an early voting period for all voters before the election and outlines requirements and guidelines.</li><li>Makes conforming changes.</li></ul>,2,Republican,Democratic
2152,SC,S0129,State Election Commission,Referred to Committee on Judiciary,2021-01-12,Introduced,"Oversight and accountability,Election officials",https://www.billtrack50.com/billdetail/1251432,2022,<ul><li><p>Removes the State Election Commission from existing code related to the supervision of elections and replaces it with the Secretary of State.<br></p></li></ul>,3,Republican,Republican
2149,SC,S0084,Voter ID,Referred to Committee on Judiciary,2021-01-12,Introduced,"In-person voter ID,Provisional ballots",https://www.billtrack50.com/billdetail/1250779,2022,"<ul><li><p>Replaces the term ""affidavit"" with the term ""written statement"" in existing code for when a voter votes a provisional ballot.<br></p></li></ul>",1,Republican,Democratic
2104,SC,H3266,Absentee ballots,Referred to Committee on Judiciary,2021-01-12,Introduced,"Absentee/mail-in ballot administration,Counting and canvassing procedures",https://www.billtrack50.com/billdetail/1250726,2022,"<ul><li><p>Directs that absentee ballot envelopes may be examined, and votes may be tabulated, on the day before the election.<br></p></li></ul>",2,Republican,Democratic
2116,SC,H3534,Special elections,Referred to Committee on Judiciary,2021-01-12,Introduced,"Special election procedures,Vacancy procedures",https://www.billtrack50.com/billdetail/1252459,2022,<ul><li><p>Provides that a special election may be held on the second Tuesday if the first Tuesday is widely observed or celebrated in the state.<br></p></li></ul>,1,Republican,Democratic
2109,SC,H3442,"February 3, 2021 election",Referred to Committee on Judiciary,2021-01-12,Introduced,Special election procedures,https://www.billtrack50.com/billdetail/1251445,2022,<ul><li><p>Fixes deadlines for electing certain state judges.<br></p></li></ul>,4,Republican,Bipartisan
2153,SC,S0156,Voting,Referred to Committee on Judiciary,2021-01-12,Introduced,Absentee/mail-in voting eligibility,https://www.billtrack50.com/billdetail/1250868,2022,"<ul><li>Authorized no excuse early voting for qualified voters.</li><li>Establishes rules for early voting, including early voting center locations and quantities, where a person may vote, and early voting days and hours.</li><li>Directs that certain signs be placed at all early voting centers.</li></ul>",2,Republican,Democratic
2157,SC,S0310,Absentee ballot,Referred to Committee on Judiciary,2021-01-12,Introduced,"Early voting eligibility,Early voting administration,Early voting duration,Same-day/Election Day registration",https://www.billtrack50.com/billdetail/1251101,2022,<ul><li>Allows qualified individuals to register to vote and then immediately vote in-person absentee with certain provisions and guidelines.</li><li>Provides a timeline for absentee voting to occur before the election. </li></ul>,2,Republican,Democratic
2147,SC,S0009,Driver's license and voter registration application,Referred to Committee on Judiciary,2021-01-12,Introduced,Automatic voter registration,https://www.billtrack50.com/billdetail/1251034,2022,"<ul><li>Adds the state identification card to existing Code regarding automatic voter registration at the Department of Motor Vehicles.</li><li>Codifies that a signature used for an ID card at the Department of Motor Vehicles is the signature that will be used for voter registration purposes and makes related changes.</li><li>Clarifies that information related to those under 18 will not be disclosed as public record, and makes related changes.</li><li>Requires the county board of elections to notify each person registered through the Department of Motor Vehicles of the process the decline being registered to vote.</li><li>Provides a timeline of 15 days after notification when the person will automatically be registered.</li></ul>",3,Republican,Democratic
2106,SC,H3270,Driver's license and voter registration application,Referred to Committee on Judiciary,2021-01-12,Introduced,Voter registration,https://www.billtrack50.com/billdetail/1251148,2022,"<ul><li>Adds the state identification card to existing Code regarding automatic voter registration at the Department of Motor Vehicles.</li><li>Codifies that a signature used for an ID card at the Department of Motor Vehicles is the signature that will be used for voter registration purposes and makes related changes.</li><li>Clarifies that information related to those under 18 will not be disclosed as public record, and makes related changes.</li><li>Requires the county board of elections to notify each person registered through the Department of Motor Vehicles of the process the decline being registered to vote.</li><li>Provides a timeline of 15 days after notification when the person will automatically be registered.</li></ul>",2,Republican,Democratic
2158,SC,S0365,Voter Registration,Referred to Committee on Judiciary,2021-01-12,Introduced,"Voter registration,Voter list maintenance",https://www.billtrack50.com/billdetail/1250986,2022,<ul><li><p>Provides that voters will remain permanently registered to vote if they verify their qualifications once every three years with their county.<br></p></li></ul>,2,Republican,Republican
2156,SC,S0254,State and county election commissions,Referred to Committee on Judiciary,2021-01-12,Introduced,"Audits,Transparency",https://www.billtrack50.com/billdetail/1251052,2022,<ul><li><p>Requires the State Election Commission to administer post election audits.<br></p></li></ul>,1,Republican,Republican
2154,SC,S0188,Prohibit a person from filing a statement of intention of candidacy with outstanding debt to the state Ethics Commission,Referred to Committee on Judiciary,2021-01-12,Introduced,Ballot access for candidates,https://www.billtrack50.com/billdetail/1250844,2022,<p><ul><li>Prohibits a person from filing for candidacy if they have an outstanding debt to certain state ethics committees.</li></ul></p>,3,Republican,Republican
2112,SC,H3519,Absentee voting,Referred to Committee on Judiciary,2021-01-12,Introduced,"Absentee/mail-in voting eligibility,Election dates and administrative deadlines,In-person voting and polling places,Voter registration",https://www.billtrack50.com/billdetail/1252499,2022,<ul><li>Establishes that any qualified voter may vote absentee without an excuse.</li><li>Outlines requirements for carrying out collection of in-person absentee ballots and carrying out in-person absentee voting.</li><li>Makes conforming changes.</li></ul>,1,Republican,Democratic
2150,SC,S0109,"Municipal elections, contesting results",Referred to Committee on Judiciary,2021-01-12,Introduced,Municipal election procedures,https://www.billtrack50.com/billdetail/1250776,2022,"<ul><li>Provides deadlines and instructions for a candidate to contest the results of an election.</li><li>Defines ""appropriate election authority.""</li><li>Allows county boards of voter registration and elections to conduct municipal elections.</li></ul>",1,Republican,Republican
2101,SC,H3203,"Absentee voting, presidential primary",Referred to Committee on Judiciary,2021-01-12,Introduced,"Absentee/mail-in voting eligibility,Presidential elections,Early voting eligibility,Early voting duration",https://www.billtrack50.com/billdetail/1251407,2022,<ul><li>Requires in-person and absentee voting in a presidential preference primary to begin 14 days before any other state whose voting begins before February first in a presidential election year.</li><li>Outlines reporting guidelines for presidential preference primary voting.</li></ul>,1,Republican,Democratic
2148,SC,S0015,Courts elections,Referred to Committee on Operations and Management,2021-01-12,Introduced,Vacancy procedures,https://www.billtrack50.com/billdetail/1250621,2022,<ul><li><p>Provides dates for the General Assembly election of members of the judiciary.</p></li><li>Directs that there will be no further nominations for judiciary members.<br></li></ul>,3,Republican,Bipartisan
5140,SD,HB1123,Authorize school boards to modify the length of terms for members to allow for holding joint elections.,Scheduled for hearing,2023-02-28,Passed one chamber,Municipal election procedures,https://www.billtrack50.com/billdetail/1542422/,2023,"<p>As amended, this bill:</p><ul><li>Provides that a school board may increase initial prescribed terms of office from three to four years or decrease them from three to two years, with certain procedural requirements.</li><li>Provides that a school board resolution to increase or decrease initial school board terms is subject to a referendum of 5% of registered voters, and outlines related timelines and procedures.</li><li>Outlines procedures for if a resolution changing initial school board terms is approved.<br></li><li>Makes conforming changes.<br></li><li>Makes clarifying edits.<br></li></ul>",18,Republican,Bipartisan
5139,SD,HB1106,Revise certain provisions regarding voter registration records.,"State Affairs Motion to amend, Passed Amendment 1106D",2023-02-24,Passed one chamber,Voter list maintenance,https://www.billtrack50.com/billdetail/1539159/,2023,"<p>As amended, this bill:</p><ul><li>Clarifies that the clerk of court must send names of those declared mentally incompetent, those who are imprisoned, and those who are publishing in an obituary to the county auditor.</li><li>Specifies that the secretary of state will match voter registration records against death records.</li><li>Adds the social security death index and the social security administration master death file to records the secretary of state must examine, and specifies that verification must be done monthly.<br></li><li>Makes clarifying edits. <br></li></ul>",1,Republican,Republican
4553,SD,SB161,"Make an appropriation to the Office of the Secretary of State for voter roll maintenance, ballot machines, and election security.",Scheduled for hearing J.J. 1,2023-02-24,Introduced,Bills without substantive content,https://www.billtrack50.com/billdetail/1546587,2023,"<p>As introduced, this bill makes an appropriation to the Office of the Secretary of State for voter roll maintenance, ballot machines, and election security. <br></p>",9,Republican,Republican
