"UUID","YEAR","STATE","BILLNUM","BILLSTATUS","AUTHORNAME","AUTHORPARTY","PREFILEDATE","INTRODUCEDDATE","LASTACTIONDATE","NCOAUTHORS","NDEMCOAUTHORS","NREPCOAUTHORS","AUDITS","AVAPPL","AVBDIS","AVBRET","AVELIG","AVEVIP","AVMIOV","AVMISC","AVMOVE","AVNOEX","AVPERM","BACAND","BALDES","BAPART","CANQUL","CANRTR","CANWDW","CANWRI","CNTEST","CRIMES","CYBSEC","DATART","DUALFU","ECONPV","EDHOLI","ELCOST","ELDATE","ELECOL","ELEING","EMEDIS","EOCAMP","EOGENR","EOLOCA","EOSTWD","EXPOLL","FILING","INVOTE","MAILVO","MISCEL","POLPAR","POLWAT","PPACES","PPGENR","PPLOCA","PPPROC","PPVCEN","PPVHRS","PREDEF","PRIDAT","PRIMIS","PRIPUS","PRIRNF","PRITYP","PROVOT","PTDRES","PWCOMP","PWMISC","PWQUAL","PWTRAI","PWYOTH","RECOUN","REGAPP","REGATO","REGCVL","REGDRI","REGDTE","REGEDY","REGELE","REGGEN","REGIDR","REGLST","REGMSC","REGONL","REGPRE","REGSDL","REPRES","RUNOFF","SPELEC","STVOTE","TECHSS","TFSCIC","VACNCY","VCOUNT","VEDINF","VOTAFW","VOTAGE","VOTAST","VOTEME","VOTFVR","VOTMQU","VOTRID","VSSCST","VTRCHA","COAUTHORS","HISTORY","BILLTEXTURL"
"TX2025H342",2025,"TX","H342","Failed","Manuel","D",2024-11-12,2025-01-14,2025-05-06,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Metcalf (R)"",""Oliverson (R)"",""Wilson (R)"",""Harris (R)"",""Cook (R)"",""Hull (R)"",""Slawson (R)"",""Bumgarner (R)"",""Hopper (R)"",""Hickland (R)"",""Alders (R)"",""Kerwin (R)"",""Little (R)"",""Money (R)"",""Richardson K (R)"",""Shofner (R)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""03/15/2025 - Scheduled for public hearing 3/20/2025."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Testimony taken in committee."",""03/20/2025 - Left pending in committee."",""03/27/2025 - Considered in public hearing."",""03/27/2025 - From HOUSE Committee on ELECTIONS: Reported favorably."",""04/02/2025 - Committee report printed and distributed."",""04/02/2025 - Committee report sent to calendars."",""04/28/2025 - Considered in calendars."",""05/02/2025 - Considered in calendars."",""05/06/2025 - Placed on General State Calendar 05/06/2025."",""05/06/2025 - In HOUSE Tabled.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H342&ciq=urn:user:PA195824351&client_md=df475b75a304c08529777b95f9065cc6&mode=current_text"
"TX2025H366",2025,"TX","H366","Failed","Phelan","R",NA,2025-02-27,2025-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/27/2025 - INTRODUCED."",""03/03/2025 - To HOUSE Committee on STATE AFFAIRS."",""03/10/2025 - Scheduled for public hearing 3/12/2025."",""03/12/2025 - Considered in public hearing."",""03/12/2025 - Testimony taken in committee."",""03/12/2025 - Left pending in committee."",""03/26/2025 - Considered in public hearing."",""03/26/2025 - Committee substitute considered in committee."",""03/26/2025 - From HOUSE Committee on STATE AFFAIRS: Reported favorably with substitute."",""04/01/2025 - Committee report printed and distributed."",""04/02/2025 - Committee report sent to calendars."",""04/24/2025 - Considered in calendars."",""04/29/2025 - Placed on General State Calendar 04/29/2025."",""04/30/2025 - Amended on HOUSE floor."",""04/30/2025 - Passed HOUSE. *****To SENATE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H366&ciq=urn:user:PA195824351&client_md=59137c3d622fa1b4a75ce2793dbd4500&mode=current_text"
"TX2025H374",2025,"TX","H374","Failed","Bucy","D",2024-11-12,2025-01-14,2025-02-28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Morales Shaw (D)"",""Bhojani (D)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on DELIVERY OF GOVERNMENT EFFICIENCY.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H374&ciq=urn:user:PA195824351&client_md=041d09d8507282fdfe26a2108f581def&mode=current_text"
"TX2025H376",2025,"TX","H376","Failed","Manuel","D",2024-11-12,2025-01-14,2025-05-05,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""Capriglione (R)"",""Patterson (R)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""03/27/2025 - Scheduled for public hearing 3/27/2025."",""03/27/2025 - Considered in public hearing."",""03/27/2025 - Testimony taken in committee."",""03/27/2025 - Left pending in committee."",""04/03/2025 - Considered in public hearing."",""04/03/2025 - From HOUSE Committee on ELECTIONS: Reported favorably."",""04/09/2025 - Committee report printed and distributed."",""04/10/2025 - Committee report sent to calendars."",""05/05/2025 - Considered in calendars.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H376&ciq=urn:user:PA195824351&client_md=cd8e9e9997feac66c23c4cb4722babcd&mode=current_text"
"TX2025H392",2025,"TX","H392","Failed","Flores","D",2024-11-12,2025-01-14,2025-04-17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Wu (D)"",""Bucy (D)"",""Goodwin (D)"",""Ramos (D)"",""Morales Shaw (D)"",""Bryant (D)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""03/15/2025 - Scheduled for public hearing 3/20/2025."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Testimony taken in committee."",""03/20/2025 - Left pending in committee."",""03/27/2025 - Considered in public hearing."",""03/27/2025 - From HOUSE Committee on ELECTIONS: Reported favorably."",""03/31/2025 - Committee report printed and distributed."",""03/31/2025 - Committee report sent to calendars."",""04/17/2025 - Considered in calendars.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H392&ciq=urn:user:PA195824351&client_md=20bd223ca045787c010f3225f1da7c14&mode=current_text"
"TX2025S396",2025,"TX","S396","Failed","Kolkhorst","R",2024-11-20,2025-01-14,2025-05-05,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Bettencourt (R)"",""Middleton (R)"",""Paxton (R)""]","[""11/20/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/03/2025 - To SENATE Committee on STATE AFFAIRS."",""03/18/2025 - Scheduled for public hearing 3/20/2025."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Testimony taken in committee."",""03/20/2025 - Left pending in committee."",""03/24/2025 - Considered in public hearing."",""03/24/2025 - Vote taken in Committee."",""03/26/2025 - From SENATE Committee on STATE AFFAIRS: Reported favorably."",""03/26/2025 - Committee report printed and distributed."",""03/27/2025 - Placed on intent calendar 03/27/2025."",""04/01/2025 - Amended on SENATE floor."",""04/01/2025 - Passed SENATE. *****To HOUSE."",""04/09/2025 - To HOUSE Committee on ELECTIONS."",""04/28/2025 - Considered in formal meeting."",""04/28/2025 - From HOUSE Committee on ELECTIONS: Reported favorably."",""05/02/2025 - Committee report printed and distributed."",""05/05/2025 - Committee report sent to calendars.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000S396&ciq=urn:user:PA195824351&client_md=edff366124d94ecb89b7f4ece851f512&mode=current_text"
"TX2025H401",2025,"TX","H401","Failed","Gonzalez M","D",2024-11-12,2025-01-14,2025-04-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Morales Shaw (D)""","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""04/02/2025 - Scheduled for public hearing 4/03/2025."",""04/03/2025 - Considered in public hearing."",""04/03/2025 - Testimony taken in committee."",""04/03/2025 - Left pending in committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H401&ciq=urn:user:PA195824351&client_md=449d713559863ab3ee75a35d5da30bba&mode=current_text"
"TX2025H417",2025,"TX","H417","Failed","Bucy","D",2024-11-12,2025-01-14,2025-02-28,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H417&ciq=urn:user:PA195824351&client_md=8cf965b4f2a44a376a9da9051a12e5a3&mode=current_text"
"TX2025S420",2025,"TX","S420","Failed","Middleton","R",2024-11-21,2025-01-14,2025-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""11/21/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/03/2025 - To SENATE Committee on STATE AFFAIRS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000S420&ciq=urn:user:PA195824351&client_md=9a3e91b1068f7fde5443ce0eab512719&mode=current_text"
"TX2025H425",2025,"TX","H425","Failed","Bucy","D",2024-11-12,2025-01-14,2025-02-28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Morales Shaw (D)""","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H425&ciq=urn:user:PA195824351&client_md=49c68c3233b964941e0ff585cfdba542&mode=current_text"
"TX2025H429",2025,"TX","H429","Failed","Guillen","R",2024-11-12,2025-01-14,2025-04-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[""Bhojani (D)"",""Lalani (D)"",""Plesa (D)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""03/10/2025 - Scheduled for public hearing 3/13/2025."",""03/13/2025 - Considered in public hearing."",""03/13/2025 - Committee substitute considered in committee."",""03/13/2025 - Testimony taken in committee."",""03/13/2025 - Left pending in committee."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Committee substitute considered in committee."",""03/20/2025 - From HOUSE Committee on ELECTIONS: Reported favorably with substitute."",""03/25/2025 - Committee report printed and distributed."",""03/25/2025 - Committee report sent to calendars."",""04/17/2025 - Considered in calendars.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H429&ciq=urn:user:PA195824351&client_md=ec5f196eab08da87a29301b4d2895026&mode=current_text"
"TX2025H439",2025,"TX","H439","Failed","Swanson","R",2024-11-12,2025-01-14,2025-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H439&ciq=urn:user:PA195824351&client_md=4daf585647ef4cd666383a064bf2bf39&mode=current_text"
"TX2025S447",2025,"TX","S447","Enacted","Hinojosa","D",2024-11-21,2025-01-14,2025-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""11/21/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/03/2025 - To SENATE Committee on STATE AFFAIRS."",""03/10/2025 - Scheduled for public hearing 3/10/2025."",""03/10/2025 - Considered in public hearing."",""03/10/2025 - Left pending in committee."",""03/13/2025 - Considered in public hearing."",""03/13/2025 - Vote taken in Committee."",""03/17/2025 - From SENATE Committee on STATE AFFAIRS: Reported favorably."",""03/17/2025 - Committee report printed and distributed."",""04/09/2025 - Placed on local and uncontested calendar 04/10/2025."",""04/10/2025 - Passed SENATE. *****To HOUSE."",""04/17/2025 - To HOUSE Committee on ELECTIONS."",""05/15/2025 - Scheduled for public hearing 5/15/2025."",""05/15/2025 - Considered in public hearing."",""05/15/2025 - Testimony taken in committee."",""05/15/2025 - Left pending in committee."",""05/16/2025 - Considered in formal meeting."",""05/16/2025 - From HOUSE Committee on ELECTIONS: Reported favorably."",""05/20/2025 - Committee report printed and distributed."",""05/21/2025 - Committee report sent to calendars."",""05/22/2025 - Considered in calendars."",""05/24/2025 - Placed on General State Calendar 05/24/2025."",""05/27/2025 - Amended on HOUSE floor."",""05/27/2025 - Passed HOUSE. *****To SENATE for concurrence."",""05/29/2025 - SENATE refused to concur in HOUSE amendments."",""05/29/2025 - *****To CONFERENCE Committee."",""05/31/2025 - CONFERENCE Committee Report adopted by HOUSE."",""05/31/2025 - CONFERENCE Committee Report adopted by SENATE."",""05/31/2025 - Eligible for GOVERNOR'S desk."",""06/01/2025 - Reported ENROLLED."",""06/02/2025 - *****To GOVERNOR."",""06/20/2025 - Signed by GOVERNOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000S447&ciq=urn:user:PA195824351&client_md=82a37b2898860b8db650ae83f2f7eb06&mode=current_text"
"TX2025H465",2025,"TX","H465","Failed","Cortez","D",2024-11-12,2025-01-14,2025-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H465&ciq=urn:user:PA195824351&client_md=f910657c2299e2715a7e8c7db394545f&mode=current_text"
"TX2025H493",2025,"TX","H493","Enacted","Shaheen","R",2024-11-12,2025-01-14,2025-06-20,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[""Capriglione (R)"",""Metcalf (R)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""03/15/2025 - Scheduled for public hearing 3/20/2025."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Testimony taken in committee."",""03/20/2025 - Left pending in committee."",""03/27/2025 - Considered in public hearing."",""03/27/2025 - Committee substitute considered in committee."",""03/27/2025 - From HOUSE Committee on ELECTIONS: Reported favorably with substitute."",""03/31/2025 - Committee report printed and distributed."",""03/31/2025 - Committee report sent to calendars."",""04/17/2025 - Considered in calendars."",""05/08/2025 - Considered in calendars."",""05/10/2025 - Placed on General State Calendar 05/10/2025."",""05/13/2025 - Passed HOUSE. *****To SENATE."",""05/15/2025 - To SENATE Committee on STATE AFFAIRS."",""05/22/2025 - Scheduled for public hearing 5/22/2025."",""05/22/2025 - Considered in public hearing."",""05/22/2025 - Testimony taken in committee."",""05/22/2025 - Vote taken in Committee."",""05/23/2025 - From SENATE Committee on STATE AFFAIRS: Reported favorably."",""05/23/2025 - Committee report printed and distributed."",""05/26/2025 - Placed on intent calendar 05/26/2025."",""05/26/2025 - Amended on SENATE floor."",""05/26/2025 - Passed SENATE. *****To HOUSE for concurrence."",""05/28/2025 - HOUSE refused to concur in SENATE amendments."",""05/28/2025 - *****To CONFERENCE Committee."",""06/01/2025 - CONFERENCE Committee Report adopted by HOUSE."",""06/01/2025 - CONFERENCE Committee Report adopted by SENATE."",""06/01/2025 - Eligible for GOVERNOR'S desk."",""06/02/2025 - Reported ENROLLED."",""06/02/2025 - *****To GOVERNOR."",""06/20/2025 - Signed by GOVERNOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H493&ciq=urn:user:PA195824351&client_md=a138105d67cf6badb10b56da26242106&mode=current_text"
"TX2025H496",2025,"TX","H496","Failed","Swanson","R",2024-11-12,2025-01-14,2025-04-17,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Metcalf (R)"",""Harris (R)"",""Hull (R)"",""Slawson (R)"",""Manuel (D)"",""Isaac (R)"",""Hopper (R)"",""Hickland (R)"",""Shofner (R)""]","[""11/12/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/28/2025 - To HOUSE Committee on ELECTIONS."",""03/10/2025 - Scheduled for public hearing 3/13/2025."",""03/13/2025 - Considered in public hearing."",""03/13/2025 - Testimony taken in committee."",""03/13/2025 - Left pending in committee."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Committee substitute considered in committee."",""03/20/2025 - From HOUSE Committee on ELECTIONS: Reported favorably with substitute."",""03/25/2025 - Committee report printed and distributed."",""03/25/2025 - Committee report sent to calendars."",""04/17/2025 - Considered in calendars.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000H496&ciq=urn:user:PA195824351&client_md=1bb6f9f7963cd77c4b89fe5e89fee5ad&mode=current_text"
"TX2025S505",2025,"TX","S505","Failed","Bettencourt","R",2024-11-25,2025-01-14,2025-05-27,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Kolkhorst (R)"",""Creighton (R)"",""Huffman (R)"",""Perry (R)"",""Hall (R)"",""Middleton (R)"",""Paxton (R)"",""Parker (R)"",""Sparks (R)""]","[""11/25/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/03/2025 - To SENATE Committee on STATE AFFAIRS."",""03/18/2025 - Scheduled for public hearing 3/20/2025."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Testimony taken in committee."",""03/20/2025 - Left pending in committee."",""03/24/2025 - Considered in public hearing."",""03/24/2025 - Vote taken in Committee."",""03/26/2025 - From SENATE Committee on STATE AFFAIRS: Reported favorably."",""03/26/2025 - Committee report printed and distributed."",""04/14/2025 - Placed on intent calendar 04/14/2025."",""04/16/2025 - Passed SENATE. *****To HOUSE."",""04/22/2025 - To HOUSE Committee on ELECTIONS."",""05/15/2025 - Scheduled for public hearing 5/15/2025."",""05/15/2025 - Considered in public hearing."",""05/15/2025 - Testimony taken in committee."",""05/15/2025 - Left pending in committee."",""05/20/2025 - Considered in formal meeting."",""05/20/2025 - Committee substitute considered in committee."",""05/20/2025 - From HOUSE Committee on ELECTIONS: Reported favorably with substitute."",""05/22/2025 - Committee report printed and distributed."",""05/23/2025 - Committee report sent to calendars."",""05/23/2025 - Considered in calendars."",""05/25/2025 - Placed on General State Calendar 05/25/2025."",""05/27/2025 - Postponed.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000S505&ciq=urn:user:PA195824351&client_md=2aead45ff146b3224f078de1b7d86ed5&mode=current_text"
"TX2025S507",2025,"TX","S507","Failed","Bettencourt","R",2024-11-25,2025-01-14,2025-03-24,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Kolkhorst (R)"",""Creighton (R)"",""Perry (R)"",""Hall (R)"",""Middleton (R)"",""Paxton (R)"",""Parker (R)"",""Sparks (R)""]","[""11/25/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/03/2025 - To SENATE Committee on STATE AFFAIRS."",""03/12/2025 - Scheduled for public hearing 3/13/2025."",""03/13/2025 - Considered in public hearing."",""03/13/2025 - Testimony taken in committee."",""03/13/2025 - Left pending in committee."",""03/20/2025 - Considered in public hearing."",""03/20/2025 - Vote taken in Committee."",""03/24/2025 - From SENATE Committee on STATE AFFAIRS: Reported favorably."",""03/24/2025 - Committee report printed and distributed.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000S507&ciq=urn:user:PA195824351&client_md=281b4d44f4dad41ed5bba0d1ac9381b9&mode=current_text"
"TX2025S508",2025,"TX","S508","Failed","Bettencourt","R",2024-11-25,2025-01-14,2025-03-31,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Kolkhorst (R)"",""Creighton (R)"",""Perry (R)"",""Hall (R)"",""Middleton (R)"",""Paxton (R)"",""Parker (R)""]","[""11/25/2024 - PREFILED."",""01/14/2025 - INTRODUCED."",""02/03/2025 - To SENATE Committee on STATE AFFAIRS."",""03/24/2025 - Scheduled for public hearing 3/24/2025."",""03/24/2025 - Considered in public hearing."",""03/24/2025 - Testimony taken in committee."",""03/24/2025 - Left pending in committee."",""03/27/2025 - Considered in public hearing."",""03/27/2025 - Vote taken in Committee."",""03/31/2025 - From SENATE Committee on STATE AFFAIRS: Reported favorably."",""03/31/2025 - Committee report printed and distributed.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2025000S508&ciq=urn:user:PA195824351&client_md=0a35a81c1eb6a25d71f3eba7ce881672&mode=current_text"
